Timestamp,FrontLeft,FrontMiddle,FrontRight,RearLeft,RearMiddle,RearRight
--------------------------------------------------------------------------------------------------------------
4398,0,0,0,0,0,0,
4676,899,664,374,264,1458,1103,
4948,900,632,401,264,1436,1112,
5244,899,634,332,264,1344,1178,
5524,899,632,568,264,1453,1069,
5805,919,632,344,264,1446,977,
6077,899,595,482,264,1446,989,
6291,899,632,606,264,1467,1206,
6559,953,632,332,264,1467,1206,
6853,907,648,401,264,1467,1206,
7093,904,762,568,264,1445,1183,
7358,905,702,374,264,1428,977,
7625,901,621,376,264,1446,1206,
7889,953,634,382,264,1399,1206,
8183,906,612,473,264,1419,1069,
8436,953,621,421,264,1430,893,
8639,953,702,344,264,1446,1207,
8876,919,595,421,264,1377,1112,
9146,906,595,374,264,1458,1033,
9440,899,638,401,264,1447,1112,
9669,901,595,376,264,1467,946,
9950,900,621,350,264,1453,946,
10210,899,638,350,264,1467,1209,
10507,902,634,374,264,1446,903,
10751,900,638,332,264,1458,1206,
10967,953,632,408,264,1424,1178,
11168,922,634,332,264,1458,1206,
11381,953,636,344,264,1467,1111,
11670,902,638,374,264,1447,977,
11948,911,612,374,264,1445,1080,
12158,902,650,344,264,1437,1178,
12378,943,719,350,264,1446,1206,
12613,973,621,344,264,1404,1206,
12823,900,595,332,264,1447,903,
13026,904,612,421,264,1399,977,
13326,899,621,421,264,1446,1033,
13617,901,621,376,264,1453,1111,
13831,906,661,482,264,1447,1112,
14098,899,651,563,264,1467,946,
14355,954,701,586,264,1367,893,
14583,905,595,332,264,1430,1202,
14828,901,634,382,264,1445,903,
15085,953,595,401,264,1453,1178,
15301,922,595,421,264,1467,1103,
15597,995,595,350,264,1467,1033,
15871,901,621,332,264,1445,903,
16131,953,664,509,264,1419,1111,
16336,902,651,350,264,1453,1111,
16621,900,678,568,264,1437,1103,
16849,899,636,344,264,1453,1206,
17094,906,710,408,264,1453,1103,
17362,905,621,332,264,1428,1206,
17639,955,710,374,264,1446,1111,
17881,911,632,332,264,1458,1033,
18120,953,595,374,264,1453,1178,
18419,911,595,350,264,1436,977,
18657,905,621,522,264,1436,1178,
18884,906,667,522,264,1437,1111,
19184,902,634,573,264,1428,1206,
19423,906,648,332,264,1467,1069,
19653,911,702,332,264,1393,1112,
19907,953,621,350,264,1453,989,
20137,953,661,482,264,1467,1112,
20377,900,742,473,264,1447,1112,
20615,937,632,350,264,1467,1112,
20885,929,621,350,264,1458,1191,
21173,937,621,374,264,1453,1080,
21401,904,648,422,264,1467,1206,
21638,926,636,473,264,1356,1196,
21923,902,612,421,264,1437,946,
22153,953,632,332,264,1436,1111,
22366,904,612,571,264,1458,1178,
22592,905,661,408,264,1458,1178,
22891,900,788,401,264,1453,1178,
23143,901,634,374,264,1424,1206,
23432,911,595,421,264,1458,1206,
23680,901,632,581,264,1436,946,
23927,901,752,605,264,1467,946,
24203,934,621,344,264,1436,1206,
24498,922,706,482,264,1447,1112,
24728,900,595,350,264,1458,1206,
24943,906,621,578,264,1302,1179,
25185,908,621,401,264,1445,1112,
25418,919,612,482,264,1367,1178,
25706,922,632,401,264,1453,1178,
25937,906,670,376,264,1424,1080,
26160,901,648,382,264,1447,1206,
26405,905,678,374,264,1446,977,
26675,905,648,344,264,1437,1206,
26965,900,638,382,264,1447,1111,
27255,905,667,350,264,1430,1206,
27542,900,651,344,264,1426,1111,
27819,907,743,382,264,1447,1206,
28095,953,612,374,264,1437,1080,
28316,911,595,344,264,1453,1111,
28585,901,595,509,264,1467,977,
28802,953,636,344,264,1419,1103,
29025,901,650,382,264,1446,1206,
29242,919,651,332,264,1453,1080,
29510,908,634,482,264,1467,1080,
29745,899,634,344,264,1447,977,
30023,906,706,376,264,1437,1206,
30278,926,595,606,264,1437,1069,
30507,911,636,473,264,1447,977,
30760,906,632,408,264,1467,1080,
31044,902,634,350,264,1437,1112,
31331,902,595,344,264,1426,1209,
31574,900,636,522,264,1458,1033,
31781,919,636,332,264,1447,903,
32052,899,743,408,264,1467,1069,
32260,905,638,401,264,1467,1112,
32559,900,678,350,264,1447,1033,
32851,953,634,522,264,1447,1033,
33120,900,612,332,264,1447,1206,
33348,908,636,344,264,1453,1111,
33641,906,612,332,264,1458,1111,
33871,905,595,408,264,1367,1206,
34104,1017,612,401,264,1419,893,
34378,899,621,344,264,1428,1194,
34645,904,634,376,264,1453,1069,
34853,953,634,350,264,1445,1206,
35101,907,742,382,264,1445,1206,
35303,900,634,585,264,1437,1207,
35573,899,636,374,264,1447,893,
35805,945,638,522,264,1453,1190,
36101,902,664,332,264,1458,1181,
36390,911,612,344,264,1447,1173,
36608,899,638,422,264,1428,1112,
36863,902,638,382,264,1467,989,
37160,902,612,332,264,1447,1206,
37448,901,621,332,264,1458,1191,
37700,970,650,344,264,1453,1112,
37917,943,595,344,264,1437,903,
38186,953,595,533,264,1437,946,
38483,899,650,522,264,1445,989,
38773,900,621,344,264,1437,946,
39028,953,638,332,264,1458,1178,
39251,953,595,533,264,1447,1202,
39541,904,762,344,264,1458,1111,
39743,926,667,332,264,1447,1111,
39951,905,638,382,264,1453,1111,
40169,929,621,344,264,1437,1080,
40421,908,612,332,264,1356,1206,
40652,953,595,382,264,1428,1112,
40883,899,621,585,264,1437,1211,
41130,905,671,332,264,1436,1069,
41358,900,621,350,264,1453,1112,
41566,900,612,473,264,1327,1178,
41781,929,632,332,264,1428,1206,
42014,901,634,350,264,1446,1111,
42230,900,621,422,264,1430,1069,
42484,907,638,332,264,1437,1206,
42769,904,595,332,264,1467,946,
43060,973,612,482,264,1355,1103,
43303,945,756,401,264,1446,1103,
43558,901,671,332,264,1437,1103,
43836,953,636,332,264,1437,1178,
44128,899,595,563,264,1458,1111,
44348,953,612,401,264,1399,1033,
44589,905,632,344,264,1424,1103,
44834,906,595,344,264,1467,989,
45119,900,621,401,264,1447,1178,
45328,905,671,350,264,1453,1112,
45573,926,632,408,264,1424,1112,
45864,922,595,533,264,1437,1111,
46067,904,595,361,264,1335,1178,
46357,953,773,332,264,1356,1211,
46582,902,612,376,264,1453,1112,
46833,907,772,332,264,1446,1112,
47124,899,632,376,264,1419,903,
47398,953,636,344,264,1453,1103,
47686,900,595,422,264,1404,1103,
47887,899,612,401,264,1445,1178,
48174,908,651,473,264,1467,1111,
48427,901,664,401,264,1445,1112,
48726,901,634,376,264,1430,1111,
48959,900,621,332,264,1426,1103,
49169,902,664,344,264,1436,946,
49420,904,595,374,264,1399,1112,
49719,929,670,382,264,1446,1111,
49982,900,612,408,264,1426,1033,
50194,905,671,332,264,1370,1191,
50475,929,648,560,264,1437,1069,
50763,919,612,344,264,1447,1080,
50974,902,650,350,264,1446,989,
51199,901,638,421,264,1446,893,
51422,901,621,344,264,1467,1206,
51631,901,636,522,264,1356,1178,
51885,904,632,522,264,1436,1103,
52108,940,634,533,264,1447,1080,
52339,922,661,332,264,1453,1178,
52540,953,651,533,264,1419,1206,
52765,899,632,376,264,1437,1033,
53041,904,621,374,264,1453,1178,
53294,908,621,408,264,1446,1103,
53547,902,595,350,264,1467,1069,
53757,900,595,401,264,1467,1178,
53962,953,621,344,264,1458,1103,
54256,906,632,350,264,1424,1112,
54508,905,595,482,264,1467,1206,
54770,899,638,332,264,1458,1206,
54972,899,621,533,264,1447,1111,
55265,906,621,332,264,1355,1206,
55549,904,621,350,264,1467,1033,
55787,900,595,568,264,1467,1206,
56054,953,670,344,264,1467,1103,
56312,899,670,482,264,1453,1103,
56514,901,678,376,264,1447,1103,
56764,907,667,509,264,1419,1206,
57034,900,648,382,264,1437,1111,
57279,900,632,376,264,1419,1111,
